Fri 12:54:13 PM;520.533;0.3658;123;Sudeste;181;335;4.600;-1.200 Descending
Fri 12:54:33 PM;520.417;0.3892;128;Sudeste;217;402;4.100;-1.297 Descending
Fri 12:54:50 PM;520.286;0.4078;148;Sudeste;215;398;3.800;-1.235 Descending
Fri 12:55:07 PM;520.129;0.4093;194;Sud;204;378;3.400;-1.333 Descending
Fri 12:55:26 PM;519.964;0.3985;206;Sudoeste;205;380;3.000;-1.333 Descending
Fri 12:55:43 PM;519.823;0.3826;224;Sudoeste;201;372;2.600;-1.125 Descending
Fri 12:56:14 PM;519.645;0.3540;224;Sudoeste;278;515;2.100;-1.043 Descending
Fri 12:56:29 PM;519.536;0.3378;223;Sudoeste;597;1106;1.800;-1.200 Descending
Fri 12:56:44 PM;519.430;0.3218;223;Sudoeste;179;332;1.500;-1.000 Descending
Fri 12:56:59 PM;519.344;0.3089;223;Sudoeste;169;312;1.300;-774 Descending
Fri 12:57:15 PM;519.261;0.2965;223;Sudoeste;159;295;1.100;-750 Descending
